code,name,category,manufacturer,description,price,sellingPrice,quantity,expiryDate,status
0115-1737,"Methylphenidate Hydrochloride Capsule, Extended Release",Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,Methylphenidate Hydrochloride,35.31,45.9,300,2027-05-05,IN_STOCK
0115-1738,"Methylphenidate Hydrochloride Capsule, Extended Release",Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,Methylphenidate Hydrochloride,34.55,44.91,292,2028-11-07,IN_STOCK
0115-1739,"Methylphenidate Hydrochloride Capsule, Extended Release",Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,Methylphenidate Hydrochloride,42.51,55.26,272,2028-06-29,IN_STOCK
0115-1740,"Methylphenidate Hydrochloride Capsule, Extended Release",Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,Methylphenidate Hydrochloride,110.84,144.09,97,2028-09-11,IN_STOCK
0115-1741,"Methylphenidate Hydrochloride Capsule, Extended Release",Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,Methylphenidate Hydrochloride,106.32,138.22,34,2027-10-21,IN_STOCK
0115-1745,Metaxalone Tablet,Centrally-mediated Muscle Relaxation [PE],Amneal Pharmaceuticals Of New York Llc,Metaxalone,89.54,116.4,364,2028-03-23,IN_STOCK
0115-1750,Acitretin Capsule,Retinoid [EPC],Amneal Pharmaceuticals Of New York Llc,Acitretin,11.3,14.69,112,2026-12-01,IN_STOCK
0115-1751,Acitretin Capsule,Retinoid [EPC],Amneal Pharmaceuticals Of New York Llc,Acitretin,46.18,60.03,381,2028-06-24,IN_STOCK
0115-1752,Acitretin Capsule,Retinoid [EPC],Amneal Pharmaceuticals Of New York Llc,Acitretin,44.34,57.64,263,2028-08-01,IN_STOCK
0115-1753,Acitretin Capsule,Retinoid [EPC],Amneal Pharmaceuticals Of New York Llc,Acitretin,142.05,184.67,59,2027-11-02,IN_STOCK
0115-1757,Cyproheptadine Hydrochloride Tablet,General Medicine,Amneal Pharmaceuticals Of New York Llc,Cyproheptadine Hydrochloride,100.75,130.97,364,2028-08-06,IN_STOCK
0115-1800,Methylphenidate Hydrochloride Tablet,Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,METHYLPHENIDATE HYDROCHLORIDE,57.23,74.4,80,2026-10-20,IN_STOCK
0115-1801,Methylphenidate Hydrochloride Tablet,Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,METHYLPHENIDATE HYDROCHLORIDE,47.41,61.63,357,2027-10-31,IN_STOCK
0115-1802,Methylphenidate Hydrochloride Tablet,Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,METHYLPHENIDATE HYDROCHLORIDE,38.52,50.08,219,2028-03-04,IN_STOCK
0115-1803,Hydroxyzine Pamoate Capsule,Antihistamine [EPC],Amneal Pharmaceuticals Of New York Llc,Hydroxyzine Pamoate,146.61,190.59,75,2027-08-20,IN_STOCK
0115-1804,Hydroxyzine Pamoate Capsule,Antihistamine [EPC],Amneal Pharmaceuticals Of New York Llc,Hydroxyzine Pamoate,75.28,97.86,330,2028-03-28,IN_STOCK
0115-1864,Colesevelam Hydrochloride For Suspension,Bile Acid Sequestrant [EPC],Amneal Pharmaceuticals Of New York Llc,Colesevelam hydrochloride,17.76,23.09,126,2028-02-25,IN_STOCK
0115-1911,"Rimantadine Hydrochloride Tablet, Film Coated",Influenza A M2 Protein Inhibitor [EPC],Amneal Pharmaceuticals Of New York Llc,Rimantadine Hydrochloride,145.18,188.73,312,2028-09-29,IN_STOCK
0115-2134,Pyridostigmine Bromide Tablet,Cholinesterase Inhibitor [EPC],Amneal Pharmaceuticals Of New York Llc,PYRIDOSTIGMINE BROMIDE,8.12,10.56,151,2028-03-26,IN_STOCK
0115-2611,Terbutaline Sulfate Tablet,General Medicine,Amneal Pharmaceuticals Of New York Llc,TERBUTALINE SULFATE,49.21,63.97,275,2027-11-07,IN_STOCK
0115-2622,Terbutaline Sulfate Tablet,General Medicine,Amneal Pharmaceuticals Of New York Llc,TERBUTALINE SULFATE,112.94,146.82,34,2027-09-21,IN_STOCK
0115-2790,Chloroquine Phosphate Tablet,Antimalarial [EPC],Amneal Pharmaceuticals Of New York Llc,CHLOROQUINE PHOSPHATE,104.23,135.5,206,2028-07-02,IN_STOCK
0115-3511,Pyridostigmine Bromide Tablet,Cholinesterase Inhibitor [EPC],Amneal Pharmaceuticals Of New York Llc,PYRIDOSTIGMINE BROMIDE,48.84,63.49,281,2027-07-10,IN_STOCK
0115-4411,Dantrolene Sodium Capsule,Decreased Striated Muscle Contraction [PE],Amneal Pharmaceuticals Of New York Llc,Dantrolene Sodium,122.72,159.54,345,2027-06-21,IN_STOCK
0115-4422,Dantrolene Sodium Capsule,Decreased Striated Muscle Contraction [PE],Amneal Pharmaceuticals Of New York Llc,Dantrolene Sodium,132.41,172.13,40,2028-04-21,IN_STOCK
0115-4433,Dantrolene Sodium Capsule,Decreased Striated Muscle Contraction [PE],Amneal Pharmaceuticals Of New York Llc,Dantrolene Sodium,142.62,185.41,140,2027-03-05,IN_STOCK
0115-5211,"Colestipol Hydrochloride Tablet, Film Coated",Bile Acid Sequestrant [EPC],Amneal Pharmaceuticals Of New York Llc,COLESTIPOL HYDROCHLORIDE,54.56,70.93,226,2028-08-03,IN_STOCK
0115-5212,Colestipol Hydrochloride Suspension,Bile Acid Sequestrant [EPC],Amneal Pharmaceuticals Of New York Llc,COLESTIPOL HYDROCHLORIDE,24.9,32.37,398,2027-10-27,IN_STOCK
0115-5213,Colestipol Hydrochloride Suspension,Bile Acid Sequestrant [EPC],Amneal Pharmaceuticals Of New York Llc,COLESTIPOL HYDROCHLORIDE,80.5,104.65,372,2028-06-19,IN_STOCK
0115-5445,"Bupropion Hydrochloride Tablet, Film Coated, Extended Release",Aminoketone [EPC],Amneal Pharmaceuticals Of New York Llc,BUPROPION HYDROCHLORIDE,131.54,171.0,376,2027-05-21,IN_STOCK
0115-5511,Fenofibrate Tablet,Peroxisome Proliferator Receptor alpha Agonist [EP,Amneal Pharmaceuticals Of New York Llc,FENOFIBRATE,65.51,85.16,318,2027-03-06,IN_STOCK
0115-5522,Fenofibrate Tablet,Peroxisome Proliferator Receptor alpha Agonist [EP,Amneal Pharmaceuticals Of New York Llc,FENOFIBRATE,66.84,86.89,184,2028-06-11,IN_STOCK
0115-6811,"Bupropion Hydrochloride Tablet, Film Coated, Extended Release",Aminoketone [EPC],Amneal Pharmaceuticals Of New York Llc,BUPROPION HYDROCHLORIDE,52.75,68.58,302,2027-02-12,IN_STOCK
0115-7010,Chloroquine Phosphate Tablet,Antimalarial [EPC],Amneal Pharmaceuticals Of New York Llc,CHLOROQUINE PHOSPHATE,34.98,45.47,95,2028-05-17,IN_STOCK
0115-7033,Fludrocortisone Acetate Tablet,General Medicine,Amneal Pharmaceuticals Of New York Llc,FLUDROCORTISONE ACETATE,83.5,108.55,128,2027-02-19,IN_STOCK
0115-7037,Methitest Tablet,Androgen Receptor Agonists [MoA],Amneal Pharmaceuticals Of New York Llc,METHYLTESTOSTERONE,49.8,64.74,386,2028-03-20,IN_STOCK
0115-8211,Tamsulosin Hydrochloride Capsule,Adrenergic alpha-Antagonists [MoA],Amneal Pharmaceuticals Of New York Llc,TAMSULOSIN HYDROCHLORIDE,136.89,177.96,245,2028-11-27,IN_STOCK
0115-9811,Digoxin Tablet,Cardiac Glycoside [EPC],Amneal Pharmaceuticals Of New York Llc,DIGOXIN,26.05,33.87,314,2027-03-11,IN_STOCK
0115-9822,Digoxin Tablet,Cardiac Glycoside [EPC],Amneal Pharmaceuticals Of New York Llc,DIGOXIN,51.04,66.35,310,2028-03-29,IN_STOCK
0115-9918,"Dexmethylphenidate Hydrochloride Capsule, Extended Release",Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,Dexmethylphenidate hydrochloride,142.55,185.32,85,2027-04-07,IN_STOCK
0115-9919,"Dexmethylphenidate Hydrochloride Capsule, Extended Release",Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,Dexmethylphenidate hydrochloride,51.05,66.36,99,2028-10-14,IN_STOCK
0115-9920,"Dexmethylphenidate Hydrochloride Capsule, Extended Release",Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,Dexmethylphenidate hydrochloride,9.28,12.06,188,2027-11-28,IN_STOCK
0115-9921,"Dexmethylphenidate Hydrochloride Capsule, Extended Release",Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,Dexmethylphenidate hydrochloride,144.37,187.68,180,2027-12-28,IN_STOCK
0115-9922,"Dexmethylphenidate Hydrochloride Capsule, Extended Release",Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,Dexmethylphenidate hydrochloride,113.11,147.04,351,2028-10-26,IN_STOCK
0115-9927,"Dextroamphetamine Sulfate Capsule, Extended Release",Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,Dextroamphetamine Sulfate,44.7,58.11,121,2027-01-18,IN_STOCK
0115-9928,"Dextroamphetamine Sulfate Capsule, Extended Release",Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,Dextroamphetamine Sulfate,24.07,31.29,38,2028-11-19,IN_STOCK
0115-9929,"Dextroamphetamine Sulfate Capsule, Extended Release",Central Nervous System Stimulant [EPC],Amneal Pharmaceuticals Of New York Llc,Dextroamphetamine Sulfate,147.96,192.35,340,2027-07-01,IN_STOCK
0115-9930,Levalbuterol Solution,Adrenergic beta2-Agonists [MoA],Amneal Pharmaceuticals Of New York Llc,Levalbuterol Hydrochloride,92.81,120.65,338,2027-05-25,IN_STOCK
0115-9931,Levalbuterol Solution,Adrenergic beta2-Agonists [MoA],Amneal Pharmaceuticals Of New York Llc,Levalbuterol Hydrochloride,91.47,118.91,143,2028-09-03,IN_STOCK
0115-9932,Levalbuterol Solution,Adrenergic beta2-Agonists [MoA],Amneal Pharmaceuticals Of New York Llc,Levalbuterol Hydrochloride,8.78,11.41,65,2028-09-04,IN_STOCK
0115-9939,"Lamotrigine Tablet, Orally Disintegrating",Anti-epileptic Agent [EPC],Amneal Pharmaceuticals Of New York Llc,LAMOTRIGINE,118.07,153.49,93,2028-02-27,IN_STOCK
0115-9940,"Lamotrigine Tablet, Orally Disintegrating",Anti-epileptic Agent [EPC],Amneal Pharmaceuticals Of New York Llc,LAMOTRIGINE,127.69,166.0,265,2028-09-29,IN_STOCK
0115-9941,"Lamotrigine Tablet, Orally Disintegrating",Anti-epileptic Agent [EPC],Amneal Pharmaceuticals Of New York Llc,LAMOTRIGINE,99.19,128.95,119,2027-11-01,IN_STOCK
0115-9942,"Lamotrigine Tablet, Orally Disintegrating",Anti-epileptic Agent [EPC],Amneal Pharmaceuticals Of New York Llc,LAMOTRIGINE,76.26,99.14,95,2027-03-17,IN_STOCK
0116-0003,Chlorhexidine Gluconate 0.12% Oral Rinse Liquid,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",CHLORHEXIDINE GLUCONATE,33.02,42.93,41,2027-11-23,IN_STOCK
0116-0038,Bactoshield Chg Solution,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate 2%,115.86,150.62,32,2027-07-04,IN_STOCK
0116-0039,Bactoshield Chg Solution,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate 4%,142.78,185.61,138,2028-10-30,IN_STOCK
0116-0061,Cardinal Health Liquid,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",CHLORHEXIDINE GLUCONATE 4%,102.34,133.04,128,2028-11-14,IN_STOCK
0116-0101,Chlorhexidine Gluconate Liquid,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate,34.66,45.06,115,2027-12-24,IN_STOCK
0116-0137,Antiseptic Skin Cleanser Liquid,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate 4%,130.73,169.95,275,2028-09-04,IN_STOCK
0116-0161,Antiseptic Skin Cleanser Liquid,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate 4%,52.11,67.74,259,2027-06-10,IN_STOCK
0116-0175,Chlorhexidine Gluconate Rinse,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate,67.0,87.1,46,2028-06-14,IN_STOCK
0116-0200,Betasept Solution,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Antiseptic Surgical Scrub,111.62,145.11,219,2028-10-07,IN_STOCK
0116-0301,Chlorhexidine Gluconate Rinse,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate,50.37,65.48,338,2028-10-30,IN_STOCK
0116-0401,Antiseptic Skin Cleanser Liquid,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate 4%,87.93,114.31,299,2028-03-21,IN_STOCK
0116-0407,Antiseptic Skin Cleanser Solution,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",CHLORHEXIDINE GLUCONATE,98.0,127.4,385,2028-12-14,IN_STOCK
0116-0767,Antiseptic Skin Cleanser Liquid,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",CHLORHEXIDINE GLUCONATE 4%,10.58,13.75,80,2028-01-06,IN_STOCK
0116-0800,Nupro Chlorhexidine Gluconate Rinse,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",CHLORHEXIDINE GLUCONATE,71.25,92.62,46,2027-06-09,IN_STOCK
0116-0901,Cliniclean Solution,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",CHLORHEXIDINE GLUCONATE 4%,80.21,104.27,227,2028-10-22,IN_STOCK
0116-1021,Dyna-Hex Liquid,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate,10.69,13.9,223,2028-03-12,IN_STOCK
0116-1022,Dyna-Hex 2 Solution,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate 2%,115.95,150.74,50,2027-04-13,IN_STOCK
0116-1060,Dyna-Hex 4 Liquid,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate,47.22,61.39,228,2027-08-08,IN_STOCK
0116-1061,Antiseptic Skin Cleanser Solution,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate,117.18,152.33,171,2028-01-16,IN_STOCK
0116-1221,Foster And Thrive Solution,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate 4%,29.14,37.88,175,2028-06-19,IN_STOCK
0116-1344,Bactoshield Chg Solution,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",CHLORHEXIDINE GLUCONATE,138.26,179.74,378,2028-03-13,IN_STOCK
0116-2001,Chlorhexidine Gluconate Rinse,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate,136.03,176.84,262,2028-07-23,IN_STOCK
0116-3678,Antiseptic Skin Cleanser Liquid,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate 4%,70.5,91.65,394,2028-02-25,IN_STOCK
0116-4005,Lactulose Solution,Acidifying Activity [MoA],"Xttrium Laboratories, Inc.",Lactulose,21.41,27.83,324,2028-09-12,IN_STOCK
0116-4010,Amantadine Solution,Influenza A M2 Protein Inhibitor [EPC],"Xttrium Laboratories, Inc",Amantadine,84.23,109.5,226,2027-11-28,IN_STOCK
0116-4011,Megestrol Acetate Suspension,Progesterone Congeners [CS],"Xttrium Laboratories, Inc.",Megestrol Acetate,51.9,67.47,37,2027-04-02,IN_STOCK
0116-4021,Valproic Acid Solution,Anti-epileptic Agent [EPC],Xttrium Laboratories Inc.,Valproic Acid,70.78,92.01,389,2027-04-25,IN_STOCK
0116-4023,Promethazine Hydrochloride Syrup,Phenothiazine [EPC],"Xttrium Laboratories, Inc.",promethazine hydrochloride,132.97,172.86,71,2027-06-14,IN_STOCK
0116-4024,Promethazine Hydrochloride And Dextromethorphan Hydrobromide Syrup,Phenothiazine [EPC],"Xttrium Laboratories, Inc",Promethazine Hydrochloride and Dextromethorphan Hydrobromide,51.99,67.59,357,2028-09-28,IN_STOCK
0116-4025,Lidocaine Hydrochloride Solution,Amide Local Anesthetic [EPC],"Xttrium Laboratories, Inc.",Lidocaine Hydrochloride,120.49,156.64,392,2028-10-20,IN_STOCK
0116-4027,Lidocaine Hydrochloride Solution,Amide Local Anesthetic [EPC],"Xttrium Laboratories, Inc.",Lidocaine hydrochloride,22.91,29.78,83,2028-09-23,IN_STOCK
0116-4075,Acclean Chlorhexidine Gluconate 0.12% Oral Rinse Liquid,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate 0.12% Oral Rinse,70.16,91.21,210,2026-12-27,IN_STOCK
0116-6000,Chlorhexidine Gluconate Rinse,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate,80.95,105.24,221,2028-10-14,IN_STOCK
0116-6720,Acclean Chlorhexidine Gluconate 0.12% Oral Rinse Liquid,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate 0.12% Oral Rinse,119.7,155.61,286,2028-06-18,IN_STOCK
0116-8500,Provon Antimicrobial Foam Handwash Solution,Decreased Cell Wall Integrity [PE],"Xttrium Laboratories, Inc.",Chlorhexidine Gluconate 2%,142.71,185.52,218,2028-04-16,IN_STOCK
0121-0431,Milk Of Magnesia Suspension,Calculi Dissolution Agent [EPC],"Pai Holdings, Llc Dba Pai Pharma",Magnesium Hydroxide,60.19,78.25,112,2027-09-09,IN_STOCK
0121-0489,Diphenhydramine Hydrochloride Solution,Histamine H1 Receptor Antagonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",DIPHENHYDRAMINE HYDROCHLORIDE,87.0,113.1,362,2027-03-03,IN_STOCK
0121-0504,Acetaminophen And Codeine Phosphate Solution,Full Opioid Agonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",ACETAMINOPHEN and CODEINE PHOSPHATE,28.51,37.06,99,2027-04-02,IN_STOCK
0121-0531,Phenobarbital Solution,General Medicine,"Pharmaceutical Associates, Inc.",Phenobarbital,116.53,151.49,51,2027-12-04,IN_STOCK
0121-0576,Metoclopramide Solution,Dopamine D2 Antagonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",metoclopramide hydrochloride,49.67,64.57,398,2028-11-26,IN_STOCK
0121-0581,Haloperidol Solution,Typical Antipsychotic [EPC],"Pai Holdings, Llc Dba Pai Pharma",Haloperidol,144.34,187.64,172,2028-07-03,IN_STOCK
0121-0595,Sodium Citrate And Citric Acid Solution,Acidifying Activity [MoA],"Pharmaceutical Associates, Inc.",SODIUM CITRATE and CITRIC ACID MONOHYDRATE,31.2,40.56,92,2027-04-26,IN_STOCK
0121-0638,Guaifenesin Dm Syrup,Decreased Respiratory Secretion Viscosity [PE],"Pai Holdings, Llc Dba Pai Pharma",GUAIFENESIN and DEXTROMETHORPHAN,5.51,7.16,154,2026-10-13,IN_STOCK
0121-0646,Amantadine Hydrochloride Solution,Influenza A M2 Protein Inhibitor [EPC],"Pai Holdings, Llc Dba Pai Pharma",AMANTADINE HYDROCHLORIDE,71.5,92.95,280,2028-04-09,IN_STOCK
0121-0653,"Fluphenazine Hydrochloride Solution, Concentrate",Phenothiazine [EPC],"Pai Holdings, Llc Dba Pai Pharma",Fluphenazine Hydrochloride,122.08,158.7,336,2028-02-18,IN_STOCK
0121-0654,Fluphenazine Hydrochloride Elixir,Phenothiazine [EPC],"Pai Holdings, Llc Dba Pai Pharma",Fluphenazine Hydrochloride,39.49,51.34,326,2028-08-06,IN_STOCK
0121-0657,Acetaminophen Solution,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Acetaminophen,73.98,96.17,234,2027-12-27,IN_STOCK
0121-0658,Trihexyphenidyl Hydrochloride Solution,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Trihexyphenidyl Hydrochloride,16.51,21.46,332,2026-10-07,IN_STOCK
0121-0670,Ethosuximide Solution,Anti-epileptic Agent [EPC],"Pai Holdings, Llc Dba Pai Pharma",ETHOSUXIMIDE,40.48,52.62,305,2027-07-12,IN_STOCK
0121-0675,Valproic Acid Solution,Anti-epileptic Agent [EPC],"Pai Holdings, Llc Dba Pai Pharma",VALPROIC ACID,94.87,123.33,310,2027-05-01,IN_STOCK
0121-0676,Potassium Citrate And Citric Acid Solution,Acidifying Activity [MoA],"Pai Holdings, Llc Dba Pai Pharma",Potassium Citrate and Citric Acid Monohydrate,12.09,15.72,100,2026-11-26,IN_STOCK
0121-0677,Tricitrates Solution,Acidifying Activity [MoA],"Pai Holdings, Llc Dba Pai Pharma","POTASSIUM CITRATE, SODIUM CITRATE, and CITRIC ACID MONOHYDRATE",99.73,129.65,43,2027-02-26,IN_STOCK
0121-0678,Nortriptyline Hydrochloride Solution,Tricyclic Antidepressant [EPC],"Pai Holdings, Llc Dba Pai Pharma",Nortriptyline Hydrochloride,128.81,167.45,366,2028-05-14,IN_STOCK
0121-0721,Fluoxetine Solution,Serotonin Reuptake Inhibitor [EPC],"Pai Holdings, Llc Dba Pai Pharma",FLUOXETINE HYDROCHLORIDE,126.51,164.46,177,2027-09-05,IN_STOCK
0121-0727,Ranitidine Syrup,Histamine H2 Receptor Antagonists [MoA],"Pharmaceutical Associates, Inc.",RANITIDINE,138.46,180.0,50,2027-01-20,IN_STOCK
0121-0744,Guaifenesin Solution,Decreased Respiratory Secretion Viscosity [PE],"Pai Holdings, Llc Dba Pai Pharma",GUAIFENESIN,65.46,85.1,116,2027-03-15,IN_STOCK
0121-0759,Prednisolone Sodium Phosphate Solution,Corticosteroid Hormone Receptor Agonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",Prednisolone Sodium Phosphate,102.45,133.19,337,2028-08-07,IN_STOCK
0121-0766,Calcium Carbonate Suspension,Blood Coagulation Factor [EPC],"Pai Holdings, Llc Dba Pai Pharma",Calcium Carbonate,105.27,136.85,329,2028-05-09,IN_STOCK
0121-0770,Lorazepam Liquid,Benzodiazepine [EPC],"Pharmaceutical Associates, Inc.",Lorazepam,119.16,154.91,115,2028-01-10,IN_STOCK
0121-0773,Prednisolone Sodium Phosphate Solution,Corticosteroid Hormone Receptor Agonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",Prednisolone Sodium Phosphate,113.65,147.75,209,2026-11-06,IN_STOCK
0121-0775,Guaifenesin And Codeine Phosphate Solution,Decreased Respiratory Secretion Viscosity [PE],"Pai Holdings, Llc",Guaifenesin and Codeine Phosphate,18.5,24.05,178,2027-08-27,IN_STOCK
0121-0777,Prednisolone Sodium Phosphate Solution,Corticosteroid Hormone Receptor Agonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",Prednisolone Sodium Phosphate,58.44,75.97,219,2026-12-09,IN_STOCK
0121-0799,Levetiracetam Solution,Decreased Central Nervous System Disorganized Elec,"Pai Holdings, Llc Dba Pai Pharma",LEVETIRACETAM,114.97,149.46,306,2026-12-06,IN_STOCK
0121-0810,Nystatin Suspension,Polyene Antifungal [EPC],"Pharmaceutical Associates, Inc.",NYSTATIN,47.46,61.7,93,2027-02-02,IN_STOCK
0121-0820,Theophylline Solution,Methylxanthine [EPC],"Pai Holdings, Llc Dba Pai Pharma",THEOPHYLLINE,105.72,137.44,165,2027-09-03,IN_STOCK
0121-0827,Oxycodone Hydrochloride Solution,Full Opioid Agonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",OXYCODONE HYDROCHLORIDE,81.42,105.85,293,2027-05-03,IN_STOCK
0121-0833,Childrens Ibuprofen Oral Suspension Suspension,Anti-Inflammatory Agents,"Pai Holdings, Llc Dba Pai Pharma",Ibuprofen,105.9,137.67,338,2026-11-29,IN_STOCK
0121-0853,Sulfamethoxazole And Trimethoprim Suspension,Cytochrome P450 2C8 Inhibitors [MoA],"Pai Holdings, Llc Dba Pai Pharma",Sulfamethoxazole and Trimethoprim,20.85,27.11,398,2028-07-06,IN_STOCK
0121-0854,Sulfatrim Suspension,Cytochrome P450 2C8 Inhibitors [MoA],"Pai Holdings, Llc Dba Pai Pharma",Sulfamethoxazole and Trimethoprim,81.7,106.21,69,2028-02-08,IN_STOCK
0121-0865,Diphenhydramine Hcl Solution,Histamine H1 Receptor Antagonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",diphenhydramine hydrochloride,109.99,142.99,334,2028-12-16,IN_STOCK
0121-0868,Nystatin Suspension,Polyene Antifungal [EPC],"Pai Holdings, Llc Dba Pai Pharma",NYSTATIN,148.01,192.41,172,2027-12-12,IN_STOCK
0121-0873,Lactulose Solution,Acidifying Activity [MoA],"Pai Holdings, Llc Dba Pai Pharma",Lactulose,93.28,121.26,187,2027-06-23,IN_STOCK
0121-0874,Cetirizine Hydrochloride Solution,Histamine H1 Receptor Antagonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",Cetirizine Hydrochloride,81.18,105.53,344,2027-09-28,IN_STOCK
0121-0885,Prednisolone Solution,Corticosteroid Hormone Receptor Agonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",Prednisolone,139.43,181.26,339,2028-04-29,IN_STOCK
0121-0892,Phenytoin Suspension,Anti-epileptic Agent [EPC],"Pai Holdings, Llc Dba Pai Pharma",Phenytoin,76.98,100.07,398,2028-07-09,IN_STOCK
0121-0893,Chlorhexidine Gluconate Rinse,Decreased Cell Wall Integrity [PE],"Pai Holdings, Llc Dba Pai Pharma",CHLORHEXIDINE GLUCONATE,77.17,100.32,117,2028-06-16,IN_STOCK
0121-0904,Morphine Sulfate Solution,Full Opioid Agonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",Morphine Sulfate,38.74,50.36,173,2027-04-17,IN_STOCK
0121-0905,Diazepam Solution,Benzodiazepine [EPC],"Pharmaceutical Associates, Inc.",Diazepam,5.23,6.8,37,2028-01-20,IN_STOCK
0121-0908,Propranolol Hydrochloride Solution,Adrenergic beta-Antagonists [MoA],"Pharmaceutical Associates, Inc.",Propranolol Hydrochloride,95.69,124.4,85,2028-10-25,IN_STOCK
0121-0914,Childrens Ibuprofen Oral Suspension Suspension,Anti-Inflammatory Agents,"Pharmaceutical Associates, Inc.",Ibuprofen,127.97,166.36,340,2027-11-29,IN_STOCK
0121-0933,"Brompheniramine Maleate, Pseudoephedrine Hydrochloride And Dextromethorphan Hydrobromide Solution",Adrenergic alpha-Agonists [MoA],"Pai Holdings, Llc Dba Pai Pharma","Brompheniramine Maleate, Pseudoephedrine Hydrochloride, and Dextromethorphan Hydrobromide",65.04,84.55,195,2027-09-24,IN_STOCK
0121-0935,Docusate Sodium Liquid,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Docusate Sodium,86.26,112.14,351,2027-05-06,IN_STOCK
0121-0940,Milk Of Magnesia Concentrate Suspension,Calculi Dissolution Agent [EPC],"Pai Holdings, Llc Dba Pai Pharma",MAGNESIUM HYDROXIDE,6.64,8.63,128,2028-09-06,IN_STOCK
0121-0941,Acetaminophen Suspension,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Acetaminophen,45.84,59.59,59,2027-08-12,IN_STOCK
0121-0942,Phenobarbital Oral Solution Solution,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Phenobarbital Oral,48.54,63.1,306,2027-08-28,IN_STOCK
